REGIONE;PROVINCIA;DENOMINAZIONEISTITUTORIFERIMENTO;CODICESCUOLA;DENOMINAZIONESCUOLA;INDIRIZZOSCUOLA;CAPSCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDIRIZZOEMAILSCUOLA;INDIRIZZOPECSCUOLA;SITOWEBSCUOLA
PIEMONTE;TORINO;TO -UMBERTO I (CONVITTO NAZ.LE);TOMM079005;TO -UMBERTO I (CONVITTO NAZ.LE);VIA BLIGNY 1 BIS;10122;TORINO;SCUOLA PRIMO GRADO;TOMM079005@istruzione.it;Non Disponibile;www.cnuto.gov.it
PIEMONTE;TORINO;TORINO - PIERO CALAMANDREI;TOMM26100N;TORINO - PIERO CALAMANDREI;CORSO B. CROCE 17;10135;TORINO;SCUOLA PRIMO GRADO;TOMM26100N@istruzione.it;tomm26100n@pec.istruzione.it;www.scuolacalamandrei.org
PIEMONTE;TORINO;UMBERTO I;TOPS20000P;UMBERTO I;VIA BLIGNY 1 BIS;10122;TORINO;LICEO SCIENTIFICO;TOPS20000P@istruzione.it;Non Disponibile;www.cnuto.gov.it
PIEMONTE;TORINO;UMBERTO I;TOVC01000Q;UMBERTO I;VIA BLIGNY 1 BIS;10122;TORINO;CONVITTO NAZIONALE;TOVC01000Q@istruzione.it;tovc01000q@pec.istruzione.it;Non Disponibile
PIEMONTE;TORINO;V. GIOBERTI;TOPC090009;V. GIOBERTI;VIA S. OTTAVIO 9;10124;TORINO;LICEO CLASSICO;TOPC090009@istruzione.it;topc090009@pec.istruzione.it;liceogioberti.it
PIEMONTE;VERBANO-CUSIO-OSSOLA;"CD ""DOMODOSSOLA I""";VBAA00202E;"SCUOLA MATERNA ""RODARI""";VIA ROSMINI N. 18;28845;DOMODOSSOLA;SCUOLA INFANZIA;VBEE00200N@istruzione.it;Non Disponibile;www.scuola-milani.it
PIEMONTE;VERBANO-CUSIO-OSSOLA;"CD ""DOMODOSSOLA II""";VBEE00303L;SCUOLA ELEMENTARE DI COSASCA;VIA ROSMINI N. 2;28859;TRONTANO;SCUOLA PRIMARIA;VBEE00300D@istruzione.it;Non Disponibile;www.circolo2domo.gov.it
PIEMONTE;VERBANO-CUSIO-OSSOLA;"CONVITTO ""FOBELLI""";VBVC010008;"CONVITTO ""FOBELLI""";VIA PELLANDA;28862;CRODO;CONVITTO ANNESSO;VBVC010008@istruzione.it;Non Disponibile;Non Disponibile
PIEMONTE;VERBANO-CUSIO-OSSOLA;"IC ""A. TESTORE""";VBMM804018;"SMS ""TESTORE""";VIA TORINO N. 11;28857;SANTA MARIA MAGGIORE;SCUOLA PRIMO GRADO;VBIC804007@istruzione.it;Non Disponibile;http//www.icandreatestore.gov.it
PIEMONTE;VERBANO-CUSIO-OSSOLA;"IC ""ANNA ANTONINI"" - TROBASO";VBEE814032;"SC. ELEM. ""VITTORIO BACHELET""";VIA CUBONI N. 9;28923;VERBANIA;SCUOLA PRIMARIA;VBIC81400T@istruzione.it;Non Disponibile;www.icverbaniatrobaso.org
PIEMONTE;VERBANO-CUSIO-OSSOLA;"IC ""BAGNOLINI""";VBIC812006;"IC ""BAGNOLINI""";VIA BOLDRINI N. 28;28844;VILLADOSSOLA;ISTITUTO COMPRENSIVO;VBIC812006@istruzione.it;vbic812006@pec.istruzione.it;Non Disponibile
PIEMONTE;VERBANO-CUSIO-OSSOLA;"IC ""C. REBORA""";VBEE81102D;SCUOLA PRIMARIA DI GIGNESE;PIAZZA MARCONI;28836;GIGNESE;SCUOLA PRIMARIA;VBIC81100A@istruzione.it;Non Disponibile;www.icstresa.it
PIEMONTE;VERBANO-CUSIO-OSSOLA;"IC ""CARMINE""";VBEE80308R;SCUOLA ELEMENTARE DI GURRO;VIA PROVINCIALE N. 4;28825;GURRO;SCUOLA PRIMARIA;VBIC80300B@istruzione.it;Non Disponibile;www.icarminecannobio.org
PIEMONTE;VERBANO-CUSIO-OSSOLA;"IC ""FILIPPO MARIA BELTRAMI""";VBEE81708P;SCUOLA ELEMENTARE DI CESARA;VIA SCARDINI N. 31;28891;CESARA;SCUOLA PRIMARIA;VBIC817009@istruzione.it;Non Disponibile;www.icbeltrami.edu.it
PIEMONTE;VERBANO-CUSIO-OSSOLA;"IC ""FOGAZZARO""";VBEE81001L;SCUOLA ELEMENTARE DI BAVENO;VIA MONTE GRAPPA;28831;BAVENO;SCUOLA PRIMARIA;VBIC81000E@istruzione.it;Non Disponibile;www.icfogazzaro.gov.it
PIEMONTE;VERBANO-CUSIO-OSSOLA;"IC ""FRATELLI CASETTI""";VBAA80805G;SCUOLA INFANZIA DI CADDO;VIA MAZZORINI N. 1;28865;CREVOLADOSSOLA;SCUOLA INFANZIA;VBIC80800E@istruzione.it;Non Disponibile;iccasetti.gov.it
PIEMONTE;VERBANO-CUSIO-OSSOLA;"IC ""GALILEO GALILEI""";VBMM80901B;"SMS ""GALILEO GALILEI""";VIA PARIANI N. 25;28883;GRAVELLONA TOCE;SCUOLA PRIMO GRADO;VBIC80900A@istruzione.it;Non Disponibile;www.icgravellonatoce.it
PIEMONTE;VERBANO-CUSIO-OSSOLA;"IC ""GIANNI RODARI""";VBEE819057;"SC. ELEM. ""DON ERALDO ZANNI""";PIAZZA SANT'ANNA;28897;VALSTRONA;SCUOLA PRIMARIA;VBIC819001@istruzione.it;Non Disponibile;https//www.iccrusinallocasale.edu.it/
PIEMONTE;VERBANO-CUSIO-OSSOLA;"IC ""INNOCENZO IX""";VBAA80501X;"SC. INFANZIA ""BOSSI E PATTONI""";VIA PELLANDA;28862;CRODO;SCUOLA INFANZIA;VBIC805003@istruzione.it;Non Disponibile;www.innocenzoix.it
PIEMONTE;VERBANO-CUSIO-OSSOLA;"IC ""RINA MONTI STELLA""";VBEE813047;"SCUOLA ELEMENTARE ""TOZZI""";VIA SERGIO BOCCI N. 2/4 - SUNA;28925;VERBANIA;SCUOLA PRIMARIA;VBIC813002@istruzione.it;Non Disponibile;WWW.COMPRENSIVOPALLANZA.ALTERVISTA.ORG
PIEMONTE;VERBANO-CUSIO-OSSOLA;"IC ""VALTOCE""";VBAA80603T;SCUOLA MATERNA DI MERGOZZO;VIA BRACCHIO N. 10;28802;MERGOZZO;SCUOLA INFANZIA;VBIC80600V@istruzione.it;Non Disponibile;www.istitutocomprensivovogogna.it
PIEMONTE;VERBANO-CUSIO-OSSOLA;IC ALTO VERBANO;VBAA81604D;"SC. MAT. ""COM. GUALTIERO VERDI""";PIAZZA MUNICIPIO N. 3;28824;OGGEBBIO;SCUOLA INFANZIA;VBIC81600D@istruzione.it;Non Disponibile;www.icaltoverbano.gov.it
PIEMONTE;VERBANO-CUSIO-OSSOLA;IC DI VERBANIA INTRA;VBEE81502R;"SCUOLA PRIMARIA ""TOMASSETTI""";VIA ANNIBALE ROSA N. 78;28921;VERBANIA;SCUOLA PRIMARIA;VBIC81500N@istruzione.it;Non Disponibile;WWW.ICVERBANIA-INTRA.IT
PIEMONTE;VERBANO-CUSIO-OSSOLA;"IPSASR ""SILVIO FOBELLI""";VBRA01000N;"IPSASR ""SILVIO FOBELLI""";VIA ROMA N. 9;28862;CRODO;IST PROF PER L'AGRICOLTURA;VBRA01000N@istruzione.it;Non Disponibile;www.innocenzoix.it
PIEMONTE;VERBANO-CUSIO-OSSOLA;"IS ""DALLA CHIESA-SPINELLI""";VBIS00400B;"IS ""DALLA CHIESA-SPINELLI""";VIA COLOMBERA N. 8;28887;OMEGNA;ISTITUTO SUPERIORE;VBIS00400B@istruzione.it;vbis00400b@pec.istruzione.it;Non Disponibile
PIEMONTE;VERBANO-CUSIO-OSSOLA;"IS ""FERRINI-FRANZOSINI""";VBTD002012;"ITCG ""FERRINI""";VIA MASSARA N. 8;28922;VERBANIA;IST TEC COMMERCIALE E PER GEOMETRI;VBIS00200Q@istruzione.it;Non Disponibile;www.ferrinifranzosini.gov.it
PIEMONTE;VERBANO-CUSIO-OSSOLA;"IS ""GOBETTI""";VBSL001017;"LICEO MUSICALE ""GOBETTI""";VIA XI SETTEMBRE N. 11;28887;OMEGNA;LICEO ARTISTICO;VBIS00100X@istruzione.it;Non Disponibile;http//www.liceopierogobetti.gov.it
PIEMONTE;VERBANO-CUSIO-OSSOLA;"IS ""L. COBIANCHI""";VBIS00700V;"IS ""L. COBIANCHI""";PIAZZA MARTIRI DI TRAREGO 8;28921;VERBANIA;ISTITUTO SUPERIORE;VBIS00700V@istruzione.it;vbis00700v@pec.istruzione.it;Non Disponibile
PIEMONTE;VERBANO-CUSIO-OSSOLA;"IS ""MAGGIA""";VBTN006017;"ITT ""MAGGIA""";VIALE MAINARDI N. 5;28838;STRESA;ISTITUTO TECNICO PER IL TURISMO;VBIS006003@istruzione.it;Non Disponibile;www.alberghierostresa.it
PIEMONTE;VERBANO-CUSIO-OSSOLA;"IS ""MARCONI-GALLETTI-EINAUDI""";VBPS003012;"LICEO ""G. MARCONI""";VIA ALDO OLIVA N. 15;28845;DOMODOSSOLA;LICEO SCIENTIFICO;VBIS00300G@istruzione.it;Non Disponibile;http//www.marconigalletti.it
PIEMONTE;VERBANO-CUSIO-OSSOLA;"LICEO CL - SC - SC UMANE ""B. CAVALIERI""";VBPS02000P;"LICEO CL - SC - SC UMANE ""B. CAVALIERI""";VIA MADONNA DI CAMPAGNA N. 18;28922;VERBANIA;LICEO SCIENTIFICO;VBPS02000P@istruzione.it;vbps02000p@pec.istruzione.it;www.liceocavalieri.gov.it
PIEMONTE;VERBANO-CUSIO-OSSOLA;"LS ""SPEZIA""";VBPS030009;"LS ""SPEZIA""";VIA MENOTTI N. 5/7;28845;DOMODOSSOLA;LICEO SCIENTIFICO;VBPS030009@istruzione.it;vbps030009@pec.istruzione.it;www.liceospezia.it
PIEMONTE;VERBANO-CUSIO-OSSOLA;"SC. SEC I GRADO ""G. FLOREANINI""";VBMM01700A;"SC. SEC I GRADO ""G. FLOREANINI""";VIA TERRACINI N. 23;28845;DOMODOSSOLA;SCUOLA PRIMO GRADO;VBMM01700A@istruzione.it;vbmm01700a@pec.istruzione.it;smsdomodossola.it
PIEMONTE;VERCELLI;G. PASTORE;VCRH040008;G. PASTORE;VIA D'ADDA 33;13019;VARALLO;IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE;VCRH040008@istruzione.it;vcrh040008@pec.istruzione.it;www.ipssar-gpastore.gov.it
PIEMONTE;VERCELLI;"I. C. ""FERRARI"" VERCELLI";VCMM809023;SC. SEC. 1^ GR. SEN.M. ABBIATE;PIAZZA CESARE BATTISTI 1;13010;CARESANA;SCUOLA PRIMO GRADO;VCIC809001@istruzione.it;Non Disponibile;icferrarivercelli.gov.it
PIEMONTE;VERCELLI;"I. C. ""FERRARIS"" VERCELLI";VCAA810012;"VERCELLI ""C. COLLODI""";PIAZZA CESARE BATTISTI;13100;VERCELLI;SCUOLA INFANZIA;VCIC810005@istruzione.it;Non Disponibile;www.icferraris.gov.it
PIEMONTE;VERCELLI;"I. C. ""LANINO"" VERCELLI";VCEE811024;"VERCELLI ""BERTINETTI""";VIA DEGLI ZUAVI N.23;13100;VERCELLI;SCUOLA PRIMARIA;VCIC811001@istruzione.it;Non Disponibile;http//ic-lanino.gov.it
PIEMONTE;VERCELLI;"I. C. ""R.STAMPA"" VERCELLI";VCEE808028;"VERCELLI ""DE AMICIS""";VIA DEL VEZZOLANO 9;13100;VERCELLI;SCUOLA PRIMARIA;VCIC808005@istruzione.it;Non Disponibile;WWW.IC-ROSASTAMPA.GOV.IT
PIEMONTE;VERCELLI;"I. C. ""SERRA"" CRESCENTINO";VCAA807027;FONTANETTO PO;P.ZZA GARIBALDI 1;13040;FONTANETTO PO;SCUOLA INFANZIA;VCIC807009@istruzione.it;Non Disponibile;www.icserra.it
PIEMONTE;VERCELLI;I. C. ARBORIO;VCEE80205C;SCUOLA PRIMARIA ROVASENDA;P.ZZA LIBERTA' N.1;13040;ROVASENDA;SCUOLA PRIMARIA;VCIC802006@istruzione.it;Non Disponibile;www.icarborio.edu.it
PIEMONTE;VERCELLI;I. C. ASIGLIANO;VCMM80102C;L. PASTEUR - VILLATA -;VIA V. VENETO 64 BIS;13010;VILLATA;SCUOLA PRIMO GRADO;VCIC80100A@istruzione.it;Non Disponibile;www.icasigliano.gov.it
PIEMONTE;VERCELLI;I. C. BORGOSESIA;VCIC81400C;I. C. BORGOSESIA;VIA MARCONI 2;13011;BORGOSESIA;ISTITUTO COMPRENSIVO;VCIC81400C@istruzione.it;vcic81400c@pec.istruzione.it;Non Disponibile
PIEMONTE;VERCELLI;I. C. DON E. FERRARIS CIGLIANO;VCEE80602L;BORGO D'ALE;CORSO LIBERTA' 8;13040;BORGO D'ALE;SCUOLA PRIMARIA;VCIC80600D@istruzione.it;Non Disponibile;comprensivocigliano.it
PIEMONTE;VERCELLI;I. C. G. LIGNANA - TRONZANO -;VCEE804032;SAN GERMANO VERCELLESE;P.ZZA GARIBALDI;13047;SAN GERMANO VERCELLESE;SCUOLA PRIMARIA;VCIC80400T@istruzione.it;Non Disponibile;www.ictronzano.it
PIEMONTE;VERCELLI;I. C. G.FERRARIS -LIVORNO F.;VCIC80500N;I. C. G.FERRARIS -LIVORNO F.;VIALE QUATTRO NOVEMBRE 16;13046;LIVORNO FERRARIS;ISTITUTO COMPRENSIVO;VCIC80500N@istruzione.it;vcic80500n@pec.istruzione.it;Non Disponibile
PIEMONTE;VERCELLI;I. C. TRINO;VCMM80001G;FERRARI - TRINO VERCELLESE -;VIA VITTIME DI BOLOGNA N. 4;13039;TRINO;SCUOLA PRIMO GRADO;VCIC80000E@istruzione.it;Non Disponibile;http//www.ictrino.it/
PIEMONTE;VERCELLI;"I.C. ""MARTIRI DELLA LIBERTA'""";VCMM81202V;"SCUOLA MEDIA ""BALMUCCIA""";VIA ROMA;13020;BALMUCCIA;SCUOLA PRIMO GRADO;VCIC81200R@istruzione.it;Non Disponibile;http//www.icquarona.gov.it
PIEMONTE;VERCELLI;I.C. PADRE BARANZANO SERRAVALLE;VCIC81300L;I.C. PADRE BARANZANO SERRAVALLE;PIAZZA I MAGGIO N. 2;13037;SERRAVALLE SESIA;ISTITUTO COMPRENSIVO;VCIC81300L@istruzione.it;vcic81300l@pec.istruzione.it;Non Disponibile
PIEMONTE;VERCELLI;I.C. S.IGNAZIO DA SANTHIA';VCAA80301V;SCUOLA INFANZIA SANTHIA';VIA PELLICO;13048;SANTHIA';SCUOLA INFANZIA;VCIC803002@istruzione.it;Non Disponibile;www.icsanthia.net
PIEMONTE;VERCELLI;I.I.S. AMEDEO AVOGADRO;VCTF021018;"""GALILEO GALILEI""";VIA NOBEL N. 17;13048;SANTHIA';ISTITUTO TECNICO INDUSTRIALE;VCIS02100Q@istruzione.it;Non Disponibile;www.itis.it
PIEMONTE;VERCELLI;I.I.S. CAVOUR;VCRC013504;"I. P. ""LANINO"" - SERALE";VIA VERDI 45;13100;VERCELLI;IST PROF PER I SERVIZI COMMERCIALI E TURISTICI;VCIS01300R@istruzione.it;Non Disponibile;www.cavourvercelli.it
PIEMONTE;VERCELLI;I.I.S. D'ADDA;VCPC00701R;D'ADDA;VIA MARIO TANCREDI ROSSI N. 4;13019;VARALLO;LICEO CLASSICO;VCIS00700D@istruzione.it;Non Disponibile;http//www.istitutosuperioredadda.it
PIEMONTE;VERCELLI;I.I.S. FRANCIS LOMBARDI;VCIS01900Q;I.I.S. FRANCIS LOMBARDI;VIA LUIGI SERENO 27;13100;VERCELLI;ISTITUTO SUPERIORE;VCIS01900Q@istruzione.it;vcis01900q@pec.istruzione.it;Non Disponibile
PIEMONTE;VERCELLI;I.I.S. G. FERRARI;VCPS01703L;LICEO SCIENTIFICO GATTINARA;VIA LEONARDO DA VINCI 99/101;13045;GATTINARA;LICEO SCIENTIFICO;VCIS017004@istruzione.it;Non Disponibile;www.istitutosuperioreferrarimercurino.it
PIEMONTE;VERCELLI;I.I.S. GALILEO FERRARIS;VCIS012001;I.I.S. GALILEO FERRARIS;PIAZZA VITTORIA N. 3;13100;VERCELLI;ISTITUTO SUPERIORE;VCIS012001@istruzione.it;vcis012001@pec.istruzione.it;Non Disponibile
PIEMONTE;VERCELLI;I.I.S. LAGRANGIA;VCPC00101T;L. LAGRANGIA;VIA DUOMO N.4;13100;VERCELLI;LICEO CLASSICO;VCIS00100E@istruzione.it;Non Disponibile;www.istitutosuperiorelagrangiavc.it
PIEMONTE;VERCELLI;I.I.S. VINCENZO LANCIA;VCTF01601R;ABATE SALVATORE LIRELLI;VIA S. LIRELLI N. 17;13011;BORGOSESIA;ISTITUTO TECNICO INDUSTRIALE;VCIS016008@istruzione.it;Non Disponibile;iis-lancia.gov.it
PIEMONTE;VERCELLI;ISTITUTO COMPRENSIVO GATTINARA;VCEE81501A;SCUOLA PRIMARIA DI GATTINARA;CORSO VALSESIA 113;13045;GATTINARA;SCUOLA PRIMARIA;VCIC815008@istruzione.it;Non Disponibile;www.comprensivogattinara.gov.it
PIEMONTE;VERCELLI;ISTITUTO COMPRENSIVO VARALLO;VCAA81702T;SCUOLA DELL'INFANZIA DI ROCCAPI;VIA FRATELLI VARALLI 30;13019;VARALLO;SCUOLA INFANZIA;VCIC81700X@istruzione.it;Non Disponibile;www.icvarallo.it
PUGLIA;BARI;"1 C.D. ""DE AMICIS""";BAEE120011;DE AMICIS 1 CD MODUGNO;P.ZZA DE AMICIS 2;70026;MODUGNO;SCUOLA PRIMARIA;BAEE12000X@istruzione.it;Non Disponibile;www.primocircolomodugno.it/home/
PUGLIA;BARI;"1 C.D. ""DON PAPPAGALLO""";BAAA167022;"""PADRE M.CATALANO - G. RODARI""";Non Disponibile;70038;TERLIZZI;SCUOLA INFANZIA;BAEE167005@istruzione.it;Non Disponibile;www.scuoladonpappagallo.it
PUGLIA;BARI;"1 C.D. ""G . BOVIO""";BAEE15701G;G.BOVIO - 1 C.D.RUVO;LARGO DI VAGNO 13;70037;RUVO DI PUGLIA;SCUOLA PRIMARIA;BAEE15700E@istruzione.it;Non Disponibile;WWW.SCUOLABOVIORUVO.EDU.IT
PUGLIA;BARI;"1 C.D. ""G. FALCONE""";BAAA09403E;"""VIA GIOTTO""";VIA MODIGLIANI;70014;CONVERSANO;SCUOLA INFANZIA;BAEE09400L@istruzione.it;Non Disponibile;www.circolofalcone.gov.it
PUGLIA;BARI;"1 C.D. ""HERO PARADISO""";BAAA16201T;"""VIA ROMITA""";VIA ROMITA 13;70029;SANTERAMO IN COLLE;SCUOLA INFANZIA;BAEE162002@istruzione.it;Non Disponibile;www.heroparadiso.com
PUGLIA;BARI;"1 C.D. ""IV NOVEMBRE""";BAAA04405G;IV NOVEMBRE;VIA PETRARCA;70022;ALTAMURA;SCUOLA INFANZIA;BAEE04400G@istruzione.it;Non Disponibile;www.quattronovembre.it
PUGLIA;BARI;"1 C.D. ""M. MONTESSORI""";BAAA124046;PETER PAN;VIA E.TOTI 86;70042;MOLA DI BARI;SCUOLA INFANZIA;BAEE124007@istruzione.it;Non Disponibile;www.montessorimola.net
PUGLIA;BARI;"1 C.D. ""MARCONI""";BAAA088026;BRUNO CIARI;VIA GRANDOLFO;70010;CASAMASSIMA;SCUOLA INFANZIA;BAEE088009@istruzione.it;Non Disponibile;www.primocircolodidatticomarconi.it
PUGLIA;BARI;"1 C.D. ""N. FORNELLI""";BAAA076042;COLLODI;VIA LUDOVICO D'ANGIO';70032;BITONTO;SCUOLA INFANZIA;BAEE076003@istruzione.it;Non Disponibile;www.scuolafornelli.gov.it
PUGLIA;BARI;"1 C.D. ""PAPA GIOVANNI XXIII""";BAEE184032;MADRE TERESA DI CALCUTTA;VIA MONTRONE S.N.;70010;VALENZANO;SCUOLA PRIMARIA;BAEE18400V@istruzione.it;Non Disponibile;1cdvalenzano.edu.it
PUGLIA;BARI;"1 C.D. ""S. GIOVANNI BOSCO""";BAEE17702T;SAN DOMENICO SAVIO;VIA ANTENORE;70019;TRIGGIANO;SCUOLA PRIMARIA;BAEE17700Q@istruzione.it;Non Disponibile;www.sangbosco.it
PUGLIA;BARI;"11 C.D. ""S.FILIPPO NERI""";BAEE011019;S.FILIPPO NERI - 11 C.D.BARI;VIALE SALANDRA 18;70100;BARI;SCUOLA PRIMARIA;BAEE011008@istruzione.it;Non Disponibile;www.scuolasanfilipponeri.gov.it
PUGLIA;BARI;"14 C.D. ""RE DAVID""";BAEE01404X;14 C.D. RE DAVID - GANDHI;VIA CELSO ULPIANI 1;70125;BARI;SCUOLA PRIMARIA;BAEE01400Q@istruzione.it;Non Disponibile;www.scuolaredavid.gov.it
PUGLIA;BARI;"17 C.D. ""POGGIOFRANCO""";BAAA017024;LUTHER KING;VIA M. LUTHER KING 8;70124;BARI;SCUOLA INFANZIA;BAEE017007@istruzione.it;Non Disponibile;www.circolopoggiofrancobari.it
PUGLIA;BARI;"2 C.D. ""DON SAVERIO VALERIO""";BAEE11003C;"S.P. ""DON SAVERIO VALERIO""";VIA SANDRO PERTINI NR. 2;70024;GRAVINA IN PUGLIA;SCUOLA PRIMARIA;BAEE110009@istruzione.it;Non Disponibile;www.secondocdgravina.edu.it
PUGLIA;BARI;"2 C.D. ""FORNELLI""";BAAA09803T;S. GERARDO;VIA CASTEL DEL MONTE;70033;CORATO;SCUOLA INFANZIA;BAEE09800X@istruzione.it;Non Disponibile;www.scuolaprimariafornelli.gov.it
PUGLIA;BARI;"2 C.D. ""G. GARIBALDI""";BAAA045028;"""VIA G.B. CASTELLI""";VIA G.B. CASTELLI;70022;ALTAMURA;SCUOLA INFANZIA;BAEE04500B@istruzione.it;Non Disponibile;garibaldialtamura.gov.it
PUGLIA;BARI;"2 C.D. ""GIOVANNI XXIII""";BAEE17801L;GIOVANNI XXIII;VIA S. PIETRO 9;70019;TRIGGIANO;SCUOLA PRIMARIA;BAEE17800G@istruzione.it;Non Disponibile;www.2circolo-triggiano.it
PUGLIA;BARI;"2 C.D. ""S. FRANCESCO D'ASSISI""";BAAA16302P;VIA QUASIMODO;VIA ANNA FRANK;70029;SANTERAMO IN COLLE;SCUOLA INFANZIA;BAEE16300T@istruzione.it;Non Disponibile;www.santeramo2cd.edu.it
PUGLIA;BARI;"2 C.D. ""S. GIOVANNI BOSCO""";BAEE15801B;S.G.BOSCO - 2 CD.RUVO;C.SO A.JATTA 34D;70037;RUVO DI PUGLIA;SCUOLA PRIMARIA;BAEE15800A@istruzione.it;Non Disponibile;www.ruvodonbosco2.gov.it
PUGLIA;BARI;"2 C.D. ""S. GIOVANNI BOSCO""";BAEE168001;"2 C.D. ""S. GIOVANNI BOSCO""";VIA MILLICO 13;70038;TERLIZZI;SCUOLA PRIMARIA;BAEE168001@istruzione.it;baee168001@pec.istruzione.it;Non Disponibile
PUGLIA;BARI;"2 C.D. ""S. GIUSEPPE""";BAEE125014;SAN GIUSEPPE 2 CD MOLA;VIA PIO LA TORRE29;70042;MOLA DI BARI;SCUOLA PRIMARIA;BAEE125003@istruzione.it;Non Disponibile;www.sangiuseppemola.gov.it
PUGLIA;BARI;"2 C.D. ""VIA NAPOLI""";BAAA12103N;PLESSO ALDO MORO;VIA GIAN BATTISTA STELLA;70026;MODUGNO;SCUOLA INFANZIA;BAEE12100Q@istruzione.it;Non Disponibile;www.2circolomoromodugno.gov.it
PUGLIA;BARI;2 C.D. VIA FIRENZE;BAEE09501D;VIA FIRENZE;VIA FIRENZE 12;70014;CONVERSANO;SCUOLA PRIMARIA;BAEE09500C@istruzione.it;Non Disponibile;WWW.SECONDOCONVERSANO.GOV.IT
PUGLIA;BARI;"26 C.D. ""MONTE SAN MICHELE""";BAAA02602V;26 C.D.BARI-VIALE KENNEDY;VIALE KENNEDY48;70124;BARI;SCUOLA INFANZIA;BAEE026002@istruzione.it;Non Disponibile;www.26circolodidatticobari.it
PUGLIA;BARI;27 C.D. BARI PALESE;BAEE027064;"""MARCO POLO"" - 27 C.D. PALESE";VIALE DEL TURCO ZONA 167;70128;BARI;SCUOLA PRIMARIA;BAEE02700T@istruzione.it;Non Disponibile;www.circolo27bari.gov.it
PUGLIA;BARI;"3 C.D. ""DON LORENZO MILANI""";BAAA12201B;CARLO COLLODI;VIA TOSCANA 6;70026;MODUGNO;SCUOLA INFANZIA;BAEE12200G@istruzione.it;Non Disponibile;www.terzocircolomodugno.gov.it
PUGLIA;BARI;"3 C.D. ""RONCALLI""";BAAA046057;CAROLINA TAGLIAFERRI;VIA MINNITI;70022;ALTAMURA;SCUOLA INFANZIA;BAEE046007@istruzione.it;Non Disponibile;www.roncallialtamura.gov.it
PUGLIA;BARI;"30 C.D. ANNESSO CONV. ""CIRILLO""";BAEE03001P;"CONVITTO ""CIRILLO""";VIA D.CIRILLO 33;70100;BARI;SCUOLA PRIMARIA;BAEE03000N@istruzione.it;Non Disponibile;http//www.convittocirillo.it
PUGLIA;BARI;"5 C.D. ""S. FRANCESCO D'ASSISI""";BAEE18600E;"5 C.D. ""S. FRANCESCO D'ASSISI""";VIA POMPEI 52;70022;ALTAMURA;SCUOLA PRIMARIA;BAEE18600E@istruzione.it;baee18600e@pec.istruzione.it;Non Disponibile
PUGLIA;BARI;"6 C.D. ""DON L. MILANI""";BAEE19201V;DON L.MILANI 6 CD ALTAMURA;VIA GOLGOTA;70022;ALTAMURA;SCUOLA PRIMARIA;BAEE19200T@istruzione.it;Non Disponibile;www.donmilanialtamura.gov.it
PUGLIA;BARI;A. DE GASPERI - S. DA PUTIGNANO;BAEE85902A;P. DI MIZIO;VIA EROI DEL MARE 3;70017;PUTIGNANO;SCUOLA PRIMARIA;BAIC859007@istruzione.it;Non Disponibile;http//www.scuoladegasperi.it/
PUGLIA;BARI;BASILE CARAMIA;BAVC02000P;BASILE CARAMIA;VIA CISTERNINO 284;70010;LOCOROTONDO;CONVITTO ANNESSO;BAVC02000P@istruzione.it;Non Disponibile;Non Disponibile
PUGLIA;BARI;"C.D. ""G. CAIATI""";BAAA55901D;PLESSO MARSALA;VIA TRAETTA 99;70032;BITONTO;SCUOLA INFANZIA;BAEE55900N@istruzione.it;Non Disponibile;www.direzionedidatticagcaiati.edu.it
PUGLIA;BARI;"C.D. ""S. D. SAVIO - T. FIORE""";BAEE20100B;"C.D. ""S. D. SAVIO - T. FIORE""";VIA F.LLI CERVI 16;70024;GRAVINA IN PUGLIA;SCUOLA PRIMARIA;BAEE20100B@istruzione.it;BAEE20100B@pec.istruzione.it;scuolarodari.scuolaer.it
PUGLIA;BARI;CPIA 1 BARI;BACT711003;"S.M. ""VERGA""";VIA CARABELLESE 34;70100;BARI;CENTRO TERRITORIALE;BAMM29700R@istruzione.it;Non Disponibile;Non Disponibile
PUGLIA;BARI;CPIA 1 BARI;BACT72200D;"S.M.S. ""ROGADEO""";VIA ABBATICCHIO5;70032;BITONTO;CENTRO TERRITORIALE;BAIC809006@istruzione.it;Non Disponibile;Non Disponibile
PUGLIA;BARI;CPIA 2 BARI;BACT71800T;"""MOREA-TINELLI""";VIA DANTE ALIGHIERI 35;70011;ALBEROBELLO;CENTRO TERRITORIALE;BAMM29800L@istruzione.it;Non Disponibile;Non Disponibile
PUGLIA;BARI;D. CIRILLO;BAVC010004;D. CIRILLO;VIA D. CIRILLO 33;70126;BARI;CONVITTO NAZIONALE;BAVC010004@istruzione.it;bavc010004@pec.istruzione.it;Non Disponibile
PUGLIA;BARI;GIGANTE SEZ. STACCATA ITA LOCOROTONDO;BAVC030009;GIGANTE SEZ. STACCATA ITA LOCOROTONDO;VIA TEN. ORONZO GIGANTE 14;70011;ALBEROBELLO;CONVITTO ANNESSO;BAVC030009@istruzione.it;Non Disponibile;Non Disponibile
